Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Square,Large,A,B,A,C,D,C,2,53,hiqa,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,54,cako,100,100,2
Purple,Octagon,Large,A,A,B,C,C,D,3,55,mise,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,56,fona,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,57,feru,100,100,2
Yellow,Octagon,Short,B,B,B,D,D,D,1,58,puxu,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,59,zoca,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,60,megi,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,61,xane,100,100,3
Purple,Octagon,Large,B,B,B,D,D,D,3,62,xufa,100,100,0
Yellow,Octagon,Short,A,A,B,C,C,D,1,63,loje,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,64,jete,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,65,goki,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,66,riya,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,67,jupo,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,68,ninu,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,69,gica,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,70,vepu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,71,ziwo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,72,xuho,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,73,qade,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,74,sabo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,75,voca,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,76,vuxo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,77,henu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,78,sevo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,79,luqe,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,80,fawi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,81,ciza,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,82,guko,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,83,goda,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,84,wecu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,85,zehi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,86,rebo,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,87,yepi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,88,wehu,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,89,suxe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,90,lemo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,91,qate,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,92,jivu,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,93,baga,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,94,suka,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,95,tatu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,96,zime,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,97,nuhi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,98,xako,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,99,yelu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,100,defi,100,100,0
