Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Square,Large,A,B,A,C,D,C,2,28,rida,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,29,rufu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,30,gice,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,31,koqi,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,32,yaqu,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,33,roya,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,34,niwe,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,35,xeho,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,36,xobe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,37,pode,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,38,mugo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,39,voqi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,40,maqe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,41,bebo,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,42,cuna,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,43,weho,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,44,wune,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,45,niyu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,46,paba,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,47,juve,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,48,devo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,49,muta,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,50,diki,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,51,muca,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,52,weko,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,53,qatu,100,100,3
Yellow,Octagon,Short,B,B,B,D,D,D,1,54,mifo,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,55,vata,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,56,tali,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,57,febu,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,58,weje,100,100,1
Yellow,Square,Large,A,A,B,C,C,D,2,59,kiwe,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,60,wevi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,61,ticu,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,62,kemu,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,63,gita,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,64,wefo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,65,gepo,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,66,wabo,100,100,3
Purple,Octagon,Large,A,A,B,C,C,D,3,67,duzo,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,68,pewu,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,69,nofe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,70,ruzi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,71,vuso,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,72,dife,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,73,xowo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,74,lako,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,75,gupe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,76,wiwe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,77,nuhe,100,100,3
Yellow,Square,Large,A,B,A,C,D,C,2,78,nuca,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,79,zuvo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,80,pujo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,81,pipa,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,82,luvo,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,83,tila,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,84,muya,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,85,fuku,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,86,kizi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,87,dugo,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,88,zofa,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,89,mufe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,90,jimu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,91,bitu,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,92,teli,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,93,zoji,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,94,wuhe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,95,vexo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,96,jama,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,97,dezu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,98,xiqa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,99,vobi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,100,paza,100,100,0
