Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Octagon,Short,B,A,A,D,C,C,1,68,siko,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,69,quno,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,70,rofa,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,71,fufe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,72,piba,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,73,zobo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,74,baho,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,75,wapa,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,76,mewa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,77,yaju,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,78,jiwo,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,79,woca,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,80,nulu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,81,xayu,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,82,qaxu,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,83,vere,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,84,yade,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,85,fezi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,86,cefu,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,87,voki,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,88,xuhi,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,89,xeka,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,90,soxi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,91,jiri,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,92,royu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,93,ridu,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,94,hoze,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,95,qibe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,96,sixe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,97,zeho,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,98,povi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,99,yanu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,100,laju,100,100,0
