Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Purple,Square,Short,B,A,A,D,C,C,2,52,buki,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,53,saxi,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,54,lofo,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,55,dabi,100,100,2
Yellow,Square,Large,B,A,A,D,C,C,2,56,kifo,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,57,xajo,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,58,tayu,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,59,xeja,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,60,nura,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,61,qowe,100,100,3
Purple,Octagon,Large,B,B,B,D,D,D,3,62,cizu,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,63,xagi,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,64,caqa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,65,kodi,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,66,togu,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,67,quju,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,68,koju,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,69,tedo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,70,suyu,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,71,moqo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,72,zafi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,73,dicu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,74,nuha,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,75,hega,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,76,xuga,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,77,xofa,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,78,pozo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,79,qegi,100,100,3
Purple,Octagon,Large,A,B,A,C,D,C,3,80,xage,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,81,gedu,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,82,sowa,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,83,xela,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,84,taji,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,85,diyo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,86,zate,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,87,naju,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,88,bujo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,89,teba,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,90,geme,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,91,nuvu,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,92,leto,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,93,deda,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,94,vera,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,95,yizu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,96,mume,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,97,fafu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,98,zawa,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,99,leka,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,100,neta,100,100,0
