Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Octagon,Short,A,B,A,C,D,C,1,30,yacu,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,31,huya,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,32,zoyi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,33,wuxu,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,34,qode,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,35,como,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,36,howa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,37,buwe,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,38,qute,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,39,yehu,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,40,xepo,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,41,payu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,42,fela,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,43,rovi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,44,piti,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,45,difi,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,46,sutu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,47,xama,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,48,cabi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,49,roba,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,50,sixo,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,51,nudu,100,100,2
Yellow,Octagon,Short,B,A,A,D,C,C,1,52,yeja,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,53,gato,100,100,0
Purple,Square,Short,B,B,B,D,D,D,2,54,wavo,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,55,qeci,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,56,jehi,100,100,2
Purple,Square,Short,A,B,A,C,D,C,2,57,qexe,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,58,soli,100,100,0
Purple,Square,Short,A,A,B,C,C,D,2,59,fadi,100,100,1
Yellow,Octagon,Short,B,A,A,D,C,C,1,60,witu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,61,zusa,100,100,0
Purple,Octagon,Large,B,B,B,D,D,D,3,62,sucu,100,100,3
Yellow,Octagon,Short,A,A,B,C,C,D,1,63,zeti,100,100,0
Purple,Octagon,Large,B,A,A,D,C,C,3,64,lifo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,65,xuhe,100,100,0
Purple,Square,Short,B,B,B,D,D,D,2,66,seli,100,100,0
Yellow,Square,Large,A,A,B,C,C,D,2,67,zasa,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,68,qava,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,69,japi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,70,paze,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,71,yixe,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,72,qiqi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,73,kefa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,74,roxa,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,75,mofe,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,76,safa,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,77,moku,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,78,cobo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,79,loho,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,80,wupe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,81,xume,100,100,1
Yellow,Square,Large,A,B,A,C,D,C,2,82,kivo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,83,wito,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,84,rocu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,85,jegi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,86,muge,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,87,gera,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,88,buco,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,89,nuqa,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,90,gifa,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,91,nipe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,92,lera,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,93,vuve,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,94,ruwa,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,95,kico,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,96,neve,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,97,yora,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,98,faco,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,99,faqa,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,100,hawi,100,100,0
