Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Purple,Octagon,Large,B,B,B,D,D,D,3,62,nufu,100,100,2
Yellow,Square,Large,A,A,B,C,C,D,2,63,suso,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,64,fero,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,65,qaco,100,100,0
Yellow,Octagon,Short,B,B,B,D,D,D,1,66,soxu,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,67,xuvu,100,100,0
Yellow,Square,Large,B,A,A,D,C,C,2,68,daxe,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,69,poyi,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,70,pudi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,71,kuzo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,72,gubu,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,73,wesi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,74,dowe,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,75,qito,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,76,nese,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,77,loqa,100,100,3
Yellow,Octagon,Short,A,B,A,C,D,C,1,78,puva,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,79,musi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,80,temu,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,81,weka,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,82,yope,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,83,fimi,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,84,qibo,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,85,lita,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,86,tuto,100,100,2
Yellow,Square,Large,A,B,A,C,D,C,2,87,giwu,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,88,tojo,100,100,1
Purple,Octagon,Large,A,B,A,C,D,C,3,89,niza,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,90,jile,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,91,fihe,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,92,qeju,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,93,xeto,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,94,welu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,95,lipo,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,96,vano,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,97,yone,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,98,qine,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,99,lufo,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,100,zufe,100,100,0
