Color,Shape,Size,Pitch,Instrument,Tempo,Texture,Material,Consistency,FinalLevel,ObjectNumber,ObjectName,Points,Deadline,InterruptLevel
Yellow,Square,Large,B,A,A,D,C,C,2,60,havo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,61,hofu,100,100,2
Purple,Octagon,Large,B,B,B,D,D,D,3,62,rofi,100,100,3
Yellow,Square,Large,A,A,B,C,C,D,2,63,bele,100,100,0
Yellow,Octagon,Short,B,A,A,D,C,C,1,64,beqi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,65,bura,100,100,2
Yellow,Octagon,Short,B,B,B,D,D,D,1,66,reko,100,100,0
Purple,Octagon,Large,A,A,B,C,C,D,3,67,ruga,100,100,0
Purple,Square,Short,B,A,A,D,C,C,2,68,fune,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,69,pibe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,70,nowe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,71,hezu,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,72,teho,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,73,kaye,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,74,loqe,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,75,woju,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,76,bado,100,100,3
Purple,Square,Short,A,B,A,C,D,C,2,77,zesi,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,78,rili,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,79,dige,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,80,jawi,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,81,kaza,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,82,taci,100,100,1
Purple,Square,Short,A,B,A,C,D,C,2,83,kujo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,84,daqo,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,85,quma,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,86,gavo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,87,yavo,100,100,2
Yellow,Octagon,Short,A,B,A,C,D,C,1,88,juxa,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,89,mazo,100,100,3
Yellow,Square,Large,A,B,A,C,D,C,2,90,nesi,100,100,2
Purple,Octagon,Large,A,B,A,C,D,C,3,91,masa,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,92,sahi,100,100,0
Purple,Square,Short,A,B,A,C,D,C,2,93,yuvo,100,100,1
Yellow,Octagon,Short,A,B,A,C,D,C,1,94,mece,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,95,xojo,100,100,0
Yellow,Octagon,Short,A,B,A,C,D,C,1,96,fuqu,100,100,0
Yellow,Square,Large,A,B,A,C,D,C,2,97,horo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,98,hahi,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,99,tiqo,100,100,0
Purple,Octagon,Large,A,B,A,C,D,C,3,100,gafo,100,100,0
